,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
32,CHEMBL3906659,2.0,nM,COc1ccc(OC2C[C@@H](O)C[C@H](/C=C/c3c(-c4ccc(F)cc4)nc(N(C)S(C)(=O)=O)nc3C(C)C)O2)c(OC)c1,8.698970004336019,601.225799712,9,1,4.777300000000004,True
33,CHEMBL4088701,2.2,nM,CC[C@@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,8.657577319177793,404.2562742519999,5,1,4.195500000000004,True
34,CHEMBL401293,2.2,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)NCc1ccc(C(=O)O)cc1.[Na+],8.657577319177793,638.2404239920002,7,4,1.3588000000000005,True
35,CHEMBL400560,2.6,nM,Cc1cc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)n[nH]1.[Na+],8.585026652029182,598.2567427519999,7,4,0.6921200000000016,True
36,CHEMBL250953,2.9,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Nc1ccc(S(N)(=O)=O)cc1.[Na+],8.537602002101044,659.2077439600001,8,4,0.6303000000000019,True
37,CHEMBL389216,2.9,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(-c3cccc(Cl)c3)c(=O)c21.[Na+],8.537602002101044,612.1803222720001,7,2,2.1742999999999997,True
39,CHEMBL389442,3.0,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(Cc3ccccc3F)c(=O)c21.[Na+],8.522878745280337,610.2255228760001,7,2,1.7190999999999999,True
41,CHEMBL438694,3.0,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(N)=O.[Na+],8.522878745280337,504.20364456000004,6,3,-0.17049999999999776,True
42,CHEMBL249273,3.4,nM,Cc1cnc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)[nH]1.[Na+],8.468521082957745,598.2567427519999,7,4,0.6921200000000007,True
43,CHEMBL387514,3.5,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c1C(=O)N(Cc1ccccc1)CCC2.[Na+],8.455931955649724,558.2505947520001,6,2,0.6522000000000019,True
44,CHEMBL250707,3.8,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)NC1CC1.[Na+],8.42021640338319,544.234944688,6,3,0.6228000000000016,True
46,CHEMBL389443,4.7,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(Cc3ccc(F)cc3)c(=O)c21.[Na+],8.327902142064282,610.2255228760001,7,2,1.7190999999999999,True
47,CHEMBL2368190,4.8,nM,CC(C)c1nc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(C)C)n1,8.318758762624412,398.200570944,5,1,4.609200000000005,True
48,CHEMBL159103,5.0,nM,Cc1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)n1-c1ccccc1.[Na+],8.301029995663981,445.1665307800001,5,2,0.1693400000000005,True
49,CHEMBL2368199,5.0,nM,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.301029995663981,431.1896719119999,4,1,5.757800000000007,True
50,CHEMBL2368188,5.0,nM,CC(C)c1nc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.301029995663981,432.18492087999994,5,1,5.152800000000006,True
51,CHEMBL1496,5.4,nM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.267606240177031,481.1682848359999,7,3,2.4017,True
52,CHEMBL1161663,5.7,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,8.244125144327509,456.1860637519999,5,3,4.676000000000006,True
54,CHEMBL345375,6.0,nM,Cc1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+],8.221848749616356,397.1665307800001,5,2,-0.5473799999999986,True
55,CHEMBL1161659,6.15,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@H](O)CC(=O)O,8.211124884224583,456.1860637519999,5,3,4.676000000000006,True
56,CHEMBL250088,6.6,nM,COc1cccc(NC(=O)c2c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)c1.[Na+],8.18045606445813,628.23608756,7,3,2.1305999999999994,True
57,CHEMBL2367478,7.0,nM,CC(C)c1nn(-c2ccccc2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],8.154901959985743,460.1774298119999,6,2,0.07090000000000052,True
58,CHEMBL2367472,7.0,nM,CC(C)c1nn(-c2cnccn2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],8.154901959985743,462.1679277479999,8,2,-1.1390999999999991,True
60,CHEMBL1161651,7.15,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.145693958198919,471.16126424399994,4,3,5.795300000000007,True
62,CHEMBL1161640,7.25,nM,Cc1cc(C)cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1,8.139661993429007,466.2267856919999,5,3,5.153740000000008,True
63,CHEMBL2368202,7.5,nM,CC(C)c1nc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.1249387366083,449.1802500999999,4,1,5.896900000000007,True
64,CHEMBL1161650,7.52,nM,Cc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)cc(C)c1F,8.123782159408357,484.2173638799999,5,3,5.292840000000006,True
65,CHEMBL3349827,7.6,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@H]1[C@H](C)O)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,8.119186407719209,462.2981390639999,6,2,4.1925000000000034,True
66,CHEMBL1161646,7.6,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccccc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.119186407719209,437.2002365959999,4,3,5.141900000000008,True
68,CHEMBL1161639,7.89,nM,O=C(O)C[C@H](O)C[C@H](O)/C=C/n1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,8.10292299679058,482.126498188,5,3,4.571400000000002,True
70,CHEMBL1161652,8.04,nM,CN(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.094743951251548,457.18131271999994,6,3,3.6186000000000025,True
71,CHEMBL1161660,8.1,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.09151498112135,472.15651321199994,5,3,5.190300000000007,True
72,CHEMBL1161648,8.15,nM,CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.088842391260023,470.2017138159999,5,3,4.8501000000000065,True
73,CHEMBL1161661,8.3,nM,CC(C)c1cc(-c2ccncc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.080921907623926,438.1954855639999,5,3,4.536900000000005,True
74,CHEMBL1161645,8.4,nM,Cc1cc(F)ccc1-c1c(-c2ccc(F)cc2)nc(C(C)C)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.075720713938118,470.2017138159999,5,3,4.984420000000007,True
75,CHEMBL1161647,8.52,nM,CNc1cccc(-c2nc(C(C)C)n(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c2-c2ccc(F)cc2)c1,8.0695604052333,467.2220346599999,6,4,4.578600000000003,True
76,CHEMBL1161649,8.7,nM,CC(C)c1cc(-c2ccccc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382,437.2002365959999,4,3,5.141900000000007,True
78,CHEMBL1161641,8.7,nM,CC(C)c1nc(-c2cccc(S(C)(=O)=O)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382,516.1730358679999,7,3,3.940400000000002,True
79,CHEMBL1161665,8.7,nM,CC(C)c1cc(-c2ccccn2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382,438.1954855639999,5,3,4.536900000000005,True
80,CHEMBL1161654,8.7,nM,CC(C)c1cc(-c2cccc(Cl)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382,471.16126424399994,4,3,5.795300000000007,True
81,CHEMBL1161644,8.7,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382,455.19081478399994,4,3,5.281000000000007,True
82,CHEMBL399771,8.8,nM,CNC(=O)c1c(-c2ccccc2)c(-c2ccc(F)cc2)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n1C(C)C.[Na+],8.05551732784983,518.219294624,6,3,0.09020000000000072,True
83,CHEMBL1161656,9.0,nM,CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675,456.1860637519999,5,3,4.676000000000006,True
84,CHEMBL1161662,9.0,nM,CC(C)c1nc(-c2cccnc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675,439.1907345319999,6,3,3.9319000000000024,True
85,CHEMBL333760,9.0,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675,456.1860637519999,5,3,4.676000000000006,True
87,CHEMBL2368191,9.5,nM,CC(C)c1nc(C2CCCCC2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.022276394711152,437.2366221039999,4,1,6.1385000000000085,True
89,CHEMBL228667,9.6,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c1C(=O)N(c1ccccc1)Cc1ccccc1-2.[Na+],8.017728766960431,592.2349446880002,6,2,1.8910000000000002,True
90,CHEMBL3971439,10.0,nM,CCCOC1C[C@@H](O)C[C@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,8.0,507.22032040799996,7,1,4.107700000000004,True
91,CHEMBL2368200,10.0,nM,CC(C)c1cc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.0,431.1896719119999,4,1,5.757800000000007,True
92,CHEMBL1477,10.0,nM,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,8.0,459.24210140799994,5,3,4.8807000000000045,True
93,CHEMBL3349828,10.8,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@H]1CO)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,7.966576244513051,448.2824889999999,6,2,3.804000000000003,True
