,molecule_chembl_id,IC50,units,smiles,pIC50
23,CHEMBL251499,1.2,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)NCc1ccc(C(=O)N(C)C)cc1.[Na+],8.920818753952375
24,CHEMBL403127,1.4,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Nc1ccc(C(=O)N(C)C)cc1.[Na+],8.853871964321762
25,CHEMBL398239,1.5,nM,Cc1csc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)n1.[Na+],8.823908740944319
26,CHEMBL389002,1.8,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1C(=O)Nc1ccccc1,8.744727494896694
27,CHEMBL399315,1.8,nM,COc1cccc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)c1.[Na+],8.744727494896694
28,CHEMBL394937,1.8,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Nc1ccccc1.[Na+],8.744727494896694
29,CHEMBL228528,1.9,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(-c3cccc(F)c3)c(=O)c21.[Na+],8.721246399047171
30,CHEMBL3677709,2.0,nM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](OCc2ccccc2)CC(OCC(Cl)(Cl)Cl)O1,8.698970004336019
31,CHEMBL3896765,2.0,nM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@H]1C[C@H](O)CC(OCC(Cl)(Cl)Cl)O1,8.698970004336019
32,CHEMBL3906659,2.0,nM,COc1ccc(OC2C[C@@H](O)C[C@H](/C=C/c3c(-c4ccc(F)cc4)nc(N(C)S(C)(=O)=O)nc3C(C)C)O2)c(OC)c1,8.698970004336019
33,CHEMBL4088701,2.2,nM,CC[C@@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,8.657577319177793
34,CHEMBL401293,2.2,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)NCc1ccc(C(=O)O)cc1.[Na+],8.657577319177793
35,CHEMBL400560,2.6,nM,Cc1cc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)n[nH]1.[Na+],8.585026652029182
36,CHEMBL250953,2.9,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)Nc1ccc(S(N)(=O)=O)cc1.[Na+],8.537602002101044
37,CHEMBL389216,2.9,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(-c3cccc(Cl)c3)c(=O)c21.[Na+],8.537602002101044
38,CHEMBL3677708,3.0,nM,C=CCOC1C[C@H](OCc2ccccc2)C[C@@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,8.522878745280337
39,CHEMBL389442,3.0,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(Cc3ccccc3F)c(=O)c21.[Na+],8.522878745280337
40,CHEMBL391002,3.0,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)N(C)Cc1ccccc1,8.522878745280337
41,CHEMBL438694,3.0,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(N)=O.[Na+],8.522878745280337
42,CHEMBL249273,3.4,nM,Cc1cnc(CNC(=O)c2c(-c3ccccc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)[nH]1.[Na+],8.468521082957745
43,CHEMBL387514,3.5,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c1C(=O)N(Cc1ccccc1)CCC2.[Na+],8.455931955649724
44,CHEMBL250707,3.8,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccccc2)c1C(=O)NC1CC1.[Na+],8.42021640338319
45,CHEMBL3677707,4.0,nM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](OCc2ccccc2)CC(OC(C)(C)C)O1,8.397940008672037
46,CHEMBL389443,4.7,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(Cc3ccc(F)cc3)c(=O)c21.[Na+],8.327902142064282
47,CHEMBL2368190,4.8,nM,CC(C)c1nc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(C)C)n1,8.318758762624412
48,CHEMBL159103,5.0,nM,Cc1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(C)n1-c1ccccc1.[Na+],8.301029995663981
49,CHEMBL2368199,5.0,nM,CC(C)c1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.301029995663981
50,CHEMBL2368188,5.0,nM,CC(C)c1nc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.301029995663981
51,CHEMBL1496,5.4,nM,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.267606240177031
52,CHEMBL1161663,5.7,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@@H](O)CC(=O)O,8.244125144327509
53,CHEMBL1487,6.0,nM,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,8.221848749616356
54,CHEMBL345375,6.0,nM,Cc1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)cn1C(C)C.[Na+],8.221848749616356
55,CHEMBL1161659,6.15,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@H](O)C[C@H](O)CC(=O)O,8.211124884224583
56,CHEMBL250088,6.6,nM,COc1cccc(NC(=O)c2c(-c3ccc(F)cc3)c(-c3ccc(F)cc3)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n2C(C)C)c1.[Na+],8.18045606445813
57,CHEMBL2367478,7.0,nM,CC(C)c1nn(-c2ccccc2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],8.154901959985743
58,CHEMBL2367472,7.0,nM,CC(C)c1nn(-c2cnccn2)c(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],8.154901959985743
59,CHEMBL1161653,7.0,nM,CCc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)cc(CC)c1F,8.154901959985743
60,CHEMBL1161651,7.15,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.145693958198919
61,CHEMBL1161655,7.16,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2cccc(Br)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.145086977692145
62,CHEMBL1161640,7.25,nM,Cc1cc(C)cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1,8.139661993429007
63,CHEMBL2368202,7.5,nM,CC(C)c1nc(-c2ccc(F)cc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.1249387366083
64,CHEMBL1161650,7.52,nM,Cc1cc(-c2c(-c3ccc(F)cc3)nc(C(C)C)n2/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)cc(C)c1F,8.123782159408357
65,CHEMBL3349827,7.6,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@H]1[C@H](C)O)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,8.119186407719209
66,CHEMBL1161646,7.6,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccccc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.119186407719209
67,CHEMBL1161664,7.66,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cc(Cl)cc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.115771230367397
68,CHEMBL1161639,7.89,nM,O=C(O)C[C@H](O)C[C@H](O)/C=C/n1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1,8.10292299679058
69,CHEMBL3971241,8.0,nM,CCCOC1C[C@@H](OC(=O)c2cccnc2)C[C@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,8.096910013008056
70,CHEMBL1161652,8.04,nM,CN(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.094743951251548
71,CHEMBL1161660,8.1,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2cccc(Cl)c2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.09151498112135
72,CHEMBL1161648,8.15,nM,CC(C)(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.088842391260023
73,CHEMBL1161661,8.3,nM,CC(C)c1cc(-c2ccncc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.080921907623926
74,CHEMBL1161645,8.4,nM,Cc1cc(F)ccc1-c1c(-c2ccc(F)cc2)nc(C(C)C)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.075720713938118
75,CHEMBL1161647,8.52,nM,CNc1cccc(-c2nc(C(C)C)n(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c2-c2ccc(F)cc2)c1,8.0695604052333
76,CHEMBL1161649,8.7,nM,CC(C)c1cc(-c2ccccc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
77,CHEMBL1161657,8.7,nM,Cc1cc(-c2nc(C(C)C)n(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c2-c2ccc(F)cc2)cc(C)c1Cl,8.060480747381382
78,CHEMBL1161641,8.7,nM,CC(C)c1nc(-c2cccc(S(C)(=O)=O)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
79,CHEMBL1161665,8.7,nM,CC(C)c1cc(-c2ccccn2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
80,CHEMBL1161654,8.7,nM,CC(C)c1cc(-c2cccc(Cl)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
81,CHEMBL1161644,8.7,nM,CC(C)c1cc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.060480747381382
82,CHEMBL399771,8.8,nM,CNC(=O)c1c(-c2ccccc2)c(-c2ccc(F)cc2)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n1C(C)C.[Na+],8.05551732784983
83,CHEMBL1161656,9.0,nM,CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675
84,CHEMBL1161662,9.0,nM,CC(C)c1nc(-c2cccnc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675
85,CHEMBL333760,9.0,nM,CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.045757490560675
86,CHEMBL1161658,9.3,nM,CC(C)c1cc(-c2cccc(Br)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.031517051446064
87,CHEMBL2368191,9.5,nM,CC(C)c1nc(C2CCCCC2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.022276394711152
88,CHEMBL1161642,9.52,nM,CC(C)c1c(Br)c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,8.021363051615525
89,CHEMBL228667,9.6,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c1C(=O)N(c1ccccc1)Cc1ccccc1-2.[Na+],8.017728766960431
90,CHEMBL3971439,10.0,nM,CCCOC1C[C@@H](O)C[C@H](/C=C/c2c(-c3ccc(F)cc3)nc(N(C)S(C)(=O)=O)nc2C(C)C)O1,8.0
91,CHEMBL2368200,10.0,nM,CC(C)c1cc(-c2ccccc2)nc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1,8.0
92,CHEMBL1477,10.0,nM,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,8.0
93,CHEMBL3349828,10.8,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@H]1CO)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,7.966576244513051
94,CHEMBL1064,11.2,nM,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.950781977329818
95,CHEMBL228954,11.7,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3[nH]c(=O)c21.[Na+],7.931814138253838
96,CHEMBL249884,12.0,nM,CCNC(=O)c1c(-c2ccccc2)c(-c2ccc(F)cc2)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n1C(C)C.[Na+],7.920818753952375
97,CHEMBL3349544,12.1,nM,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)C21,7.91721462968355
98,CHEMBL399360,12.4,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c(-c2ccc(F)cc2)c1C(=O)Nc1ccccc1.[Na+],7.906578314837764
99,CHEMBL3349824,13.3,nM,CCC(C)(C)C(=O)O[C@@H]1C2C(=C[C@H](C)[C@@H]1O)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,7.876148359032914
100,CHEMBL389441,13.9,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(Cc3ccccc3)c(=O)c21.[Na+],7.856985199745905
101,CHEMBL250500,15.0,nM,CC(C)NC(=O)c1c(-c2ccccc2)c(-c2ccc(F)cc2)c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])n1C(C)C.[Na+],7.823908740944319
102,CHEMBL389217,16.4,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(-c3ccc(F)cc3)c(=O)c21.[Na+],7.785156151952302
103,CHEMBL438662,16.7,nM,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2c3ccccc3n(-c3ccccc3)c(=O)c21.[Na+],7.777283528852417
